# direct-r10 frame audit, one row per disassembled function region
# max_offset	references	provenance	symbol
# regions=1077 first_party_regions=927 deepest=4096 at _ZN10clutch_sbf11claim_truth21observe_outcome_mints
   88	    15	first-party	_ZN10clutch_sbf5seeds19hoard_authority_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds19resolution_work_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds20direct_window_v3_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds7pot_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds8feed_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds9hoard_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds9realm_pda
   88	    15	first-party	_ZN20clutch_solana_layout8clearing22GeneralFundingLedgerV16decode
   88	    24	first-party	_ZN10clutch_sbf14source_archive14verify_records
   88	    33	first-party	_ZN20clutch_solana_layout8clearing26init_clear_work_grow_stage
   88	    38	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure20close_ledgered_group
   88	    54	first-party	_ZN20clutch_solana_layout19direct_selection_v320DirectEpochV4Account17validate_terminal
   80	    10	first-party	_ZN10clutch_sbf14source_archive20archived_observation
   80	    10	first-party	_ZN10clutch_sbf17source_archive_v216stamp_commitment
   80	    46	first-party	_ZN20clutch_solana_layout10collateral11CurrencyRef6decode
   72	     7	other	_ZN4core4cell30panic_already_mutably_borrowed
   72	    11	other	_ZN18clutch_accumulator6window12FeedIdentity3new
   72	    12	first-party	_ZN10clutch_sbf17source_generation21VerifiedSealedArchive20archived_observation
   72	    12	first-party	_ZN10clutch_sbf9source_v28crossing19record_from_witness
   72	    13	other	_ZN5alloc7raw_vec19RawVec$LT$T$C$A$GT$8grow_one
   72	    18	first-party	_ZN10clutch_sbf12instructions7genesis11write_realm
   72	    18	first-party	_ZN20clutch_solana_layout12decode_order
   72	    18	first-party	_ZN20clutch_solana_layout15resolution_work12decode_costs
   72	    18	first-party	_ZN28clutch_batch_policy_identity16direct_window_v117DirectCandidateV211encode_body
   72	    21	first-party	_ZN10clutch_sbf12instructions15observe_resolve14read_feed_page
   72	    33	first-party	_ZN10clutch_sbf12instructions15resolution_work22close_work_and_reserve
   72	    44	other	_ZN4core3fmt9Formatter12pad_integral
   68	    14	first-party	_ZN20clutch_solana_layout12RealmAccount6decode
   65	    14	first-party	_ZN20clutch_solana_layout6stream4seal
   64	     3	first-party	_ZN20clutch_solana_layout11reservation18ReservationAccount8released
   64	     7	other	_ZN4core9panicking5panic
   64	     8	first-party	_ZN12clutch_batch11relation_v17OrderV123reservation_price_units
   64	    12	first-party	_ZN10clutch_sbf14source_archive15validate_window
   64	    16	first-party	_ZN10clutch_sbf6source12SourceSpecV116encode_canonical
   64	    28	first-party	_ZN12clutch_batch18relation_v1_stream11ClearWorkV116net_assign_order
   64	    33	first-party	_ZN20clutch_solana_layout10projection12project_slot
   64	    49	first-party	_ZN12clutch_batch18relation_v1_stream11ClearWorkV111encode_into
   56	     8	first-party	_ZN10clutch_sbf12instructions19direct_selection_v322observe_direct_funding
   56	    14	first-party	_ZN10clutch_sbf13pyth_receiver26parse_full_price_update_v2
   56	    15	first-party	_ZN12clutch_batch18relation_v1_stream10get_policy
   56	    20	first-party	_ZN20clutch_solana_layout20portfolio_settlement17validate_position
   56	    69	other	_ZN26clutch_bspline_accumulator7Summary8validate
   56	    76	first-party	_ZN20clutch_solana_layout15resolution_work23ResolutionWorkAccountV115validate_masses
   48	     1	first-party	_ZN10clutch_sbf12instructions11market_init20terms_collateral_cap
   48	     5	other	_ZN4core9panicking11panic_const23panic_const_div_by_zero
   48	     5	other	_ZN4core9panicking11panic_const23panic_const_rem_by_zero
   48	     5	other	_ZN4core9panicking11panic_const24panic_const_add_overflow
   48	     5	other	_ZN4core9panicking11panic_const24panic_const_mul_overflow
   48	     5	other	_ZN4core9panicking11panic_const24panic_const_shl_overflow
   48	     5	other	_ZN4core9panicking11panic_const24panic_const_shr_overflow
   48	     5	other	_ZN4core9panicking11panic_const24panic_const_sub_overflow
   48	     5	other	_ZN5alloc7raw_vec17capacity_overflow
   48	     6	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common15observe_funding
   48	     6	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common15write_window_v3
   48	     6	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common20write_reservation_v2
   48	     6	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged18write_candidate_v3
   48	     6	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged19write_new_candidate
   48	     6	first-party	_ZN10clutch_sbf14source_archive15page_commitment
   48	     6	first-party	_ZN10clutch_sbf17source_archive_v215page_commitment
   48	     6	first-party	_ZN20clutch_solana_layout15PortfolioRecord8validate
   48	    12	other	_ZN19solana_account_info11AccountInfo3new
   48	    13	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection13select_winner
   48	    14	other	_ZN23clutch_solana_reference13ReplayAccount6decode
   48	    15	first-party	_ZN20clutch_solana_layout19direct_selection_v326DirectReservationV2Account6encode
   48	    21	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common20close_funded_account
   48	    24	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement14scan_end_total
   48	    55	other	_ZN13clutch_kernel11MarketState23required_collateral_for
   40	     2	first-party	_ZN20clutch_solana_layout11reservation18ReservationAccount8entitled
   40	     5	other	entrypoint
   40	     6	first-party	_ZN20clutch_solana_layout13MarketAccount8validate
   40	    12	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement32apply_entitled_slice_consumption
   40	    12	first-party	_ZN10clutch_sbf19instructions_sysvar20InstructionsSysvarV114instruction_at
   40	    12	first-party	_ZN20clutch_solana_layout20portfolio_settlement33exact_portfolio_value_price_units
   40	    14	first-party	_ZN20clutch_solana_layout8artifact8take_u64
   40	    16	first-party	_ZN20clutch_solana_layout19direct_selection_v325DirectWorkBudgetV1Account6encode
   40	    18	other	_ZN4core3fmt9Formatter3pad
   40	    21	first-party	_ZN20clutch_solana_layout8clearing18CandidateFeedStage6encode
   33	     8	first-party	_ZN20clutch_solana_layout12TermsAccount11decode_into
   33	     8	first-party	_ZN20clutch_solana_layout12TermsAccount8validate
   33	     8	first-party	_ZN20clutch_solana_layout15CandidateRecord8validate
   33	     8	first-party	_ZN20clutch_solana_layout8clearing18CandidateFeedStage8validate
   33	     8	first-party	_ZN20clutch_solana_layout8clearing19CandidateFeedHeader8validate
   32	     2	other	__udivti3
   32	     4	first-party	_ZN10clutch_sbf17source_archive_v219canonical_window_id
   32	     4	first-party	_ZN20clutch_solana_layout19direct_selection_v319DirectBatchPolicyV36decode
   32	     4	other	__divti3
   32	     6	first-party	_ZN10clutch_sbf12instructions15observe_resolve13check_closure
   32	     6	first-party	_ZN10clutch_sbf12instructions15resolution_work24release_cost_schedule_v1
   32	     7	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement18filled_order_count
   32	     8	first-party	_ZN12clutch_batch11relation_v112DigestFoldV110feed_slice
   32	     8	first-party	_ZN20clutch_solana_layout15FinalPotAccount6encode
   32	     8	first-party	_ZN20clutch_solana_layout24SettlementReceiptAccount8validate
   32	     8	other	_ZN23clutch_solana_reference10resolution15ResolutionTerms10basis_spec
   32	     9	first-party	_ZN20clutch_solana_layout8artifact20encode_header_prefix
   32	    11	first-party	_ZN10clutch_sbf8accounts20validate_state_roles
   32	    11	first-party	_ZN28clutch_batch_policy_identity17revenue_policy_v121encode_revenue_policy
   32	    14	first-party	_ZN20clutch_solana_layout8clearing19CandidateFeedHeader6encode
   32	    15	first-party	_ZN20clutch_solana_layout15CandidateRecord6encode
   32	    15	other	_ZN18clutch_accumulator7Summary8validate
   32	    31	first-party	_ZN12clutch_batch18relation_v1_stream11ClearWorkV110push_slice
   24	     1	first-party	_ZN20clutch_solana_layout19direct_selection_v319DirectBatchPolicyV38validate
   24	     3	other	_ZN4core9panicking9panic_fmt
   24	     4	first-party	_ZN20clutch_solana_layout19direct_selection_v321DirectKeeperRewardsV310worst_case
   24	     6	first-party	_ZN10clutch_sbf12instructions15resolution_work17terminal_lamports
   24	     6	first-party	_ZN10clutch_sbf12instructions15resolution_work23require_distinct_except
   24	     6	first-party	_ZN12clutch_batch18relation_v1_stream9get_score
   24	     6	first-party	_ZN20clutch_solana_layout10collateral16CollateralPolicy6encode
   24	     6	first-party	_ZN20clutch_solana_layout11reservation18ReservationAccount6encode
   24	     6	first-party	_ZN20clutch_solana_layout19SupplyLedgerAccount6encode
   24	     6	first-party	_ZN20clutch_solana_layout19direct_selection_v320DirectEpochV4Account6encode
   24	     6	first-party	_ZN20clutch_solana_layout19direct_selection_v321DirectWindowV3Account6encode
   24	     6	other	_ZN17compiler_builtins5float3mul8__muldf3
   24	     7	first-party	_ZN10clutch_sbf12instructions15observe_resolve16read_observation
   24	     7	other	_ZN18clutch_accumulator15combine_extrema
   24	     8	first-party	_ZN10clutch_sbf12loader_state21decode_loader_pair_v1
   24	    12	first-party	_ZN10clutch_sbf12instructions15resolution_work24reconcile_active_funding
   24	    19	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement29validate_entitled_reservation
   24	    80	first-party	_ZN20clutch_solana_layout12TermsAccount4body
   16	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement14entitled_total
   16	     2	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common14write_epoch_v4
   16	     2	first-party	_ZN20clutch_solana_layout10collateral16CollateralPolicy15canonical_bytes
   16	     2	first-party	_ZN20clutch_solana_layout15TombstoneRecord8validate
   16	     2	first-party	_ZN20clutch_solana_layout15resolution_work23validate_basis_artifact
   16	     2	first-party	_ZN20clutch_solana_layout15resolution_work28ResolutionWorkCostScheduleV115minimum_deposit
   16	     2	first-party	_ZN20clutch_solana_layout16direct_selection20encode_direct_window
   16	     2	first-party	_ZN20clutch_solana_layout16direct_selection23encode_direct_candidate
   16	     2	first-party	_ZN20clutch_solana_layout8clearing19init_candidate_feed
   16	     2	first-party	_ZN20clutch_solana_layout8clearing25init_candidate_feed_stage
   16	     2	other	__umodti3
   16	     3	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader13slot_index_of
   16	     4	first-party	_ZN12clutch_batch18relation_v1_stream12put_cells_64
   16	     4	first-party	_ZN20clutch_solana_layout11encode_slot
   16	     4	first-party	_ZN20clutch_solana_layout15resolution_work20FoldResolutionWorkV16encode
   16	     4	first-party	_ZN28clutch_batch_policy_identity28canonical_batch_policy_bytes
   16	     4	other	_ZN18solana_instruction11Instruction14new_with_bytes
   16	     4	other	_ZN26clutch_bspline_accumulator24SequentialSummaryBuilder6resume
   16	     4	other	__multi3
   16	     6	first-party	_ZN10clutch_sbf12instructions12orders_batch10clear_walk17decode_body_boxed
   16	     6	other	_ZN4core3str5count14do_count_chars
   16	     7	other	_ZN4core3fmt3num3imp23_$LT$impl$u20$usize$GT$4_fmt
   16	     8	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common13move_lamports
   16	    33	first-party	_ZN10clutch_sbf12instructions15observe_resolve20check_market_closure
   14	     1	first-party	_ZN10clutch_sbf12instructions11market_init15terms_statistic
    8	     1	first-party	_ZN10clutch_sbf12instructions11market_init18terms_basis_degree
    8	     1	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure13release_bytes
    8	     1	first-party	_ZN10clutch_sbf12instructions13external_exit18terms_basis_degree
    8	     1	first-party	_ZN10clutch_sbf13native_window17vector_from_final
    8	     2	first-party	_ZN10clutch_sbf12instructions7genesis9read_rent
    8	     2	first-party	_ZN10clutch_sbf6source12SourceSpecV13new
    8	     2	first-party	_ZN10clutch_sbf8accounts16require_distinct
    8	     2	first-party	_ZN10clutch_sbf8accounts27validate_state_role_lengths
    8	     2	first-party	_ZN12clutch_batch18relation_v1_stream12get_cells_64
    8	     2	first-party	_ZN20clutch_solana_layout15resolution_work14decode_funding
    8	     2	first-party	_ZN20clutch_solana_layout15resolution_work21BeginResolutionWorkV16encode
    8	     2	other	_ZN26clutch_bspline_accumulator7Summary5empty
    8	     3	first-party	_ZN10clutch_sbf12instructions12orders_batch15read_grid_boxed
    8	     3	first-party	_ZN20clutch_solana_layout10collateral16CollateralPolicy8validate
    8	     3	first-party	_ZN20clutch_solana_layout8artifact16initialize_stage
    8	     4	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure6credit
    8	     4	first-party	_ZN10clutch_sbf12instructions15resolution_work10pay_reward
    8	     4	first-party	_ZN10clutch_sbf12instructions8artifact11close_stage
    8	     4	first-party	_ZN10clutch_sbf8accounts24require_two_term_closure
    8	     5	first-party	_ZN10clutch_sbf5token8walk_tlv
    8	     5	first-party	_ZN20clutch_solana_layout20portfolio_settlement20validate_reservation
    8	     8	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common10pay_reward
    8	    15	other	_ZN13clutch_kernel9PayoutSet8validate
    8	    16	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged27validate_submit_fixed_roles
    8	    18	first-party	_ZN10clutch_sbf12instructions16direct_selection27validate_select_fixed_roles
    8	    18	first-party	_ZN10clutch_sbf12instructions16direct_selection27validate_submit_fixed_roles
    4	     2	other	memcmp
    0	     0	first-party	_ZN105_$LT$clutch_solana_layout..native_resolution..NativeResolutionAccount$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN107_$LT$clutch_solana_layout..direct_selection_v3..DirectTerminalReceiptV3$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN107_$LT$clutch_solana_layout..portfolio_settlement..NativePortfolioClaimV1$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN10clutch_sbf11claim_truth31require_exact_mint_vector_delta
    0	     0	first-party	_ZN10clutch_sbf12instructions11market_init22resolution_account_len
    0	     0	first-party	_ZN10clutch_sbf12instructions11market_init23validate_creation_roles
    0	     0	first-party	_ZN10clutch_sbf12instructions12construction21require_absent_target
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch10clear_walk19read_interner_boxed
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch10clear_walk21boxed_idle_checkpoint
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement31apply_virtual_slice_consumption
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement9bind_feed
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement15boxed_zero_post
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement18validate_slice_end
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement19boxed_zero_receipts
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch13general_epoch20boxed_empty_interner
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure14require_absent
    0	     0	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection15component_order
    0	     0	first-party	_ZN10clutch_sbf12instructions13source_ingest13trusted_clock
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve10load_terms
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve19validate_open_roles
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve20read_evidence_buffer
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve20validate_buffer_role
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve22load_native_resolution
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve26require_record_binds_terms
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve26require_terms_binds_market
    0	     0	first-party	_ZN10clutch_sbf12instructions15observe_resolve6Cursor3u32
    0	     0	first-party	_ZN10clutch_sbf12instructions15resolution_work20require_neutral_sink
    0	     0	first-party	_ZN10clutch_sbf12instructions15resolution_work25require_reserve_available
    0	     0	first-party	_ZN10clutch_sbf12instructions15resolution_work5debit
    0	     0	first-party	_ZN10clutch_sbf12instructions15resolution_work7process
    0	     0	first-party	_ZN10clutch_sbf12instructions16source_ingest_v218registered_release
    0	     0	first-party	_ZN10clutch_sbf12instructions5split18authorize_and_bind
    0	     0	first-party	_ZN10clutch_sbf12instructions5split22require_internal_bound
    0	     0	first-party	_ZN10clutch_sbf12instructions5split22validate_token_program
    0	     0	first-party	_ZN10clutch_sbf12instructions7genesis17require_creatable
    0	     0	first-party	_ZN10clutch_sbf12instructions7genesis22require_system_program
    0	     0	first-party	_ZN10clutch_sbf12instructions8artifact15read_clock_slot
    0	     0	first-party	_ZN10clutch_sbf14source_archive12last_lineage
    0	     0	first-party	_ZN10clutch_sbf14source_archive23archived_observation_at
    0	     0	first-party	_ZN10clutch_sbf14source_archive6u16_at
    0	     0	first-party	_ZN10clutch_sbf14source_archive7is_zero
    0	     0	first-party	_ZN10clutch_sbf15source_identity14select_release
    0	     0	first-party	_ZN10clutch_sbf17source_archive_v215validate_window
    0	     0	first-party	_ZN10clutch_sbf17source_archive_v29record_at
    0	     0	first-party	_ZN10clutch_sbf19instructions_sysvar10address_at
    0	     0	first-party	_ZN10clutch_sbf19instructions_sysvar20InstructionsSysvarV13new
    0	     0	first-party	_ZN10clutch_sbf19instructions_sysvar6u16_at
    0	     0	first-party	_ZN10clutch_sbf5error14reference_code
    0	     0	first-party	_ZN10clutch_sbf5token16read_coption_key
    0	     0	first-party	_ZN10clutch_sbf5token20check_extension_sets
    0	     0	first-party	_ZN10clutch_sbf8accounts18apply_ledger_delta
    0	     0	first-party	_ZN10clutch_sbf8dispatch7process
    0	     0	first-party	_ZN10clutch_sbf9source_v24spec12SourceSpecV23new
    0	     0	first-party	_ZN113_$LT$clutch_solana_layout..occupation_resolution..OccupationResolutionAccount$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN12clutch_batch11relation_v112DigestFoldV14feed
    0	     0	first-party	_ZN12clutch_batch11relation_v114FrozenPolicyV18validate
    0	     0	first-party	_ZN12clutch_batch11relation_v115validate_prices
    0	     0	first-party	_ZN12clutch_batch11relation_v17OrderV17touches
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream10get_egg_16
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream10put_egg_16
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream10put_policy
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream11ClearWorkV116encode_idle_into
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream12get_units_64
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream7get_u16
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream7get_u32
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream7get_u64
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream8get_bool
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream8get_fold
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream8get_u128
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream9get_error
    0	     0	first-party	_ZN12clutch_batch18relation_v1_stream9put_score
    0	     0	first-party	_ZN20clutch_solana_layout10collateral11CurrencyRef6encode
    0	     0	first-party	_ZN20clutch_solana_layout10collateral11currency_eq
    0	     0	first-party	_ZN20clutch_solana_layout10collateral8bytes_eq
    0	     0	first-party	_ZN20clutch_solana_layout10projection13OwnerInterner6intern
    0	     0	first-party	_ZN20clutch_solana_layout11FeedAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout11FeedAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout11OrderRecord8validate
    0	     0	first-party	_ZN20clutch_solana_layout11reservation18ReservationAccount17remaining_is_zero
    0	     0	first-party	_ZN20clutch_solana_layout12EpochAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout12HoardAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout12HoardAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout12RealmAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout12RealmAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout12TermsAccount19binds_market_fields
    0	     0	first-party	_ZN20clutch_solana_layout12TermsAccount21decode_unchecked_into
    0	     0	first-party	_ZN20clutch_solana_layout12encode_order
    0	     0	first-party	_ZN20clutch_solana_layout13MarketAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout13order_id_rank
    0	     0	first-party	_ZN20clutch_solana_layout14ProfileAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout14ProfileAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout15CandidateRecord11binds_epoch
    0	     0	first-party	_ZN20clutch_solana_layout15FinalPotAccount15binds_candidate
    0	     0	first-party	_ZN20clutch_solana_layout15FinalPotAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout15PortfolioRecord13active_demand
    0	     0	first-party	_ZN20clutch_solana_layout15PositionAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout15PositionAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout15check_placement
    0	     0	first-party	_ZN20clutch_solana_layout15resolution_work12encode_costs
    0	     0	first-party	_ZN20clutch_solana_layout15resolution_work14encode_funding
    0	     0	first-party	_ZN20clutch_solana_layout15resolution_work16require_identity
    0	     0	first-party	_ZN20clutch_solana_layout15resolution_work23ResolutionWorkAccountV18validate
    0	     0	first-party	_ZN20clutch_solana_layout16PriceGridAccount7tick_of
    0	     0	first-party	_ZN20clutch_solana_layout16check_feed_chunk
    0	     0	first-party	_ZN20clutch_solana_layout16direct_selection20DirectEpochV3Account6encode
    0	     0	first-party	_ZN20clutch_solana_layout16encode_portfolio
    0	     0	first-party	_ZN20clutch_solana_layout17PayoutVectorBytes15validate_active
    0	     0	first-party	_ZN20clutch_solana_layout17ResolutionAccount18binds_terms_fields
    0	     0	first-party	_ZN20clutch_solana_layout17ResolutionAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout17ResolutionAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount11decode_into
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount15validate_preset
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount16validate_derived
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount18binds_terms_fields
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount19validate_unresolved
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount24validate_resolved_header
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout19SupplyLedgerAccount16aggregate_supply
    0	     0	first-party	_ZN20clutch_solana_layout19SupplyLedgerAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout19check_profile_shape
    0	     0	first-party	_ZN20clutch_solana_layout19direct_selection_v311read_ledger
    0	     0	first-party	_ZN20clutch_solana_layout19direct_selection_v312write_ledger
    0	     0	first-party	_ZN20clutch_solana_layout19direct_selection_v320DirectEpochV4Account20validate_for_release
    0	     0	first-party	_ZN20clutch_solana_layout19direct_selection_v321DirectFundingLedgerV317validate_for_sink
    0	     0	first-party	_ZN20clutch_solana_layout19direct_selection_v326DirectReservationV2Account8validate
    0	     0	first-party	_ZN20clutch_solana_layout21occupation_resolution27OccupationResolutionAccount11decode_into
    0	     0	first-party	_ZN20clutch_solana_layout21occupation_resolution27OccupationResolutionAccount18binds_terms_fields
    0	     0	first-party	_ZN20clutch_solana_layout21occupation_resolution27OccupationResolutionAccount6decode
    0	     0	first-party	_ZN20clutch_solana_layout21occupation_resolution27OccupationResolutionAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout21occupation_resolution27OccupationResolutionAccount8validate
    0	     0	first-party	_ZN20clutch_solana_layout24SettlementReceiptAccount15binds_candidate
    0	     0	first-party	_ZN20clutch_solana_layout24SettlementReceiptAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout28check_submit_candidate_shape
    0	     0	first-party	_ZN20clutch_solana_layout6Intent11encoded_len
    0	     0	first-party	_ZN20clutch_solana_layout6Reader3u16
    0	     0	first-party	_ZN20clutch_solana_layout6Reader3u32
    0	     0	first-party	_ZN20clutch_solana_layout6Writer7amounts
    0	     0	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader10live_count
    0	     0	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader13next_order_id
    0	     0	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader13validate_link
    0	     0	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader14validate_shape
    0	     0	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader20validate_commitments
    0	     0	first-party	_ZN20clutch_solana_layout7is_zero
    0	     0	first-party	_ZN20clutch_solana_layout7revenue21RevenuePolicyRecordV114names_treasury
    0	     0	first-party	_ZN20clutch_solana_layout7revenue21RevenuePolicyRecordV16encode
    0	     0	first-party	_ZN20clutch_solana_layout7revenue21RevenuePolicyRecordV18validate
    0	     0	first-party	_ZN20clutch_solana_layout8artifact15ArtifactBinding8validate
    0	     0	first-party	_ZN20clutch_solana_layout8artifact19ArtifactStageHeader11account_len
    0	     0	first-party	_ZN20clutch_solana_layout8clearing12PairingSlice8validate
    0	     0	first-party	_ZN20clutch_solana_layout8clearing12decode_slice
    0	     0	first-party	_ZN20clutch_solana_layout8clearing15ClearWorkHeader8validate
    0	     0	first-party	_ZN20clutch_solana_layout8clearing17verify_clear_work
    0	     0	first-party	_ZN20clutch_solana_layout8clearing18CandidateFeedStage7written
    0	     0	first-party	_ZN20clutch_solana_layout8clearing18ClearWorkGrowStage8validate
    0	     0	first-party	_ZN20clutch_solana_layout8clearing18EpochWindowAccount6encode
    0	     0	first-party	_ZN20clutch_solana_layout8clearing20clear_work_grown_len
    0	     0	first-party	_ZN20clutch_solana_layout8clearing20require_continuation
    0	     0	first-party	_ZN20clutch_solana_layout8clearing22GeneralFundingLedgerV16encode
    0	     0	first-party	_ZN20clutch_solana_layout8clearing22GeneralFundingLedgerV18validate
    0	     0	first-party	_ZN20clutch_solana_layout8clearing7fill_at
    0	     0	first-party	_ZN20clutch_solana_layout8clearing8slice_at
    0	     0	first-party	_ZN28clutch_batch_policy_identity11FullScoreV114is_better_than
    0	     0	first-party	_ZN28clutch_batch_policy_identity12Identity32V17is_zero
    0	     0	first-party	_ZN28clutch_batch_policy_identity16direct_window_v114bind_candidate
    0	     0	first-party	_ZN28clutch_batch_policy_identity16direct_window_v123DirectCandidateWindowV111encode_body
    0	     0	first-party	_ZN28clutch_batch_policy_identity16direct_window_v126validate_retained_registry
    0	     0	first-party	_ZN28clutch_batch_policy_identity17revenue_policy_v127treasury_admits_fee_bearing
    0	     0	first-party	_ZN77_$LT$clutch_batch..relation_v1..FeeBaseV1$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN80_$LT$clutch_solana_layout..ResolutionAccount$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN92_$LT$clutch_solana_layout..artifact..ArtifactStageHeader$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	first-party	_ZN93_$LT$clutch_solana_layout..revenue..RevenuePolicyRecordV1$u20$as$u20$core..cmp..PartialEq$GT$2eq
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc12___rust_alloc
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc14___rust_dealloc
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc14___rust_realloc
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc17rust_begin_unwind
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc26___rust_alloc_error_handler
